Feature ID,Feature Name,Feature Type,I,P value,Adjusted p value,Feature Counts in Spots Under Tissue,Median Normalized Average Counts,Barcodes Detected per Feature
ENSMUSG00000046351,Zfp322a,Gene Expression,0.0110963963960862,0.20761639298118517,0.4084714135062357,338,0.26938850096833344,269
ENSMUSG00000073609,D2hgdh,Gene Expression,0.011096207723495101,0.20640593760466874,0.40642415052859204,191,0.14657392107571007,178
ENSMUSG00000044177,Wfikkn2,Gene Expression,0.011077466046362717,0.1860122269753539,0.37368683070638486,19,0.03236119537927802,19
ENSMUSG00000031385,Plxnb3,Gene Expression,0.01107232471254607,0.2043446647404492,0.40310112844513923,114,0.09233246602330378,104
ENSMUSG00000074170,Plekhf1,Gene Expression,0.011071194621031915,0.20231298037849732,0.39999125963153104,64,0.07584203127411783,63
ENSMUSG00000034243,Golgb1,Gene Expression,0.011070342976129173,0.20923108435958482,0.41081203766397456,663,0.5688294551870295,471
ENSMUSG00000029913,Prdm5,Gene Expression,0.011069143591763253,0.19920230824573837,0.3949317016723017,66,0.06052704335760169,62
ENSMUSG00000097649,Gm10561,Gene Expression,0.0110690863578963,0.19899712268063774,0.3946463249550768,35,0.03141450167879176,34
ENSMUSG00000097675,1700101I11Rik,Gene Expression,0.01106760735845352,0.19634343842410562,0.3901841438748777,30,0.018399011723562373,28
ENSMUSG00000028800,Hdac1,Gene Expression,0.011064407079949433,0.2096902940618377,0.41158825919417674,765,0.5996096214989419,526
ENSMUSG00000018449,Rpain,Gene Expression,0.011064327904439042,0.2087267400247237,0.4100300109905455,365,0.2975489490916064,292
ENSMUSG00000058498,Rnf207,Gene Expression,0.011059812974360622,0.20416840487095778,0.4027945303567053,68,0.04533501587388219,65
ENSMUSG00000007815,Rhoa,Gene Expression,0.011057887497307585,0.21021455155912072,0.4124497828824644,2458,2.180828746579933,944
ENSMUSG00000045318,Adra2c,Gene Expression,0.011057516624227917,0.2083140605776279,0.4095106181702972,267,0.19738790446620252,215
ENSMUSG00000025510,Cd151,Gene Expression,0.011056933158971384,0.20948669357263805,0.411230377756523,460,0.48522464159597556,362
ENSMUSG00000020135,Apc2,Gene Expression,0.011053198199759388,0.20912326955352256,0.41068377153684454,816,0.8041733336921626,522
ENSMUSG00000042997,Nhlrc3,Gene Expression,0.011052501432205625,0.20771496638094944,0.4086237641270494,160,0.11537109080332952,146
ENSMUSG00000032254,Kif23,Gene Expression,0.011051585754387057,0.1860659990650675,0.3737215041229794,13,0.010005595017655326,13
ENSMUSG00000087088,Gm16638,Gene Expression,0.011046478406833858,0.2001876196888408,0.3965191663754785,60,0.05407721624770527,57
ENSMUSG00000066000,Zfp979,Gene Expression,0.01104108621524711,0.1961106010566831,0.38992184918521006,30,0.029329093760840513,29
ENSMUSG00000003436,Dll3,Gene Expression,0.011040425603940114,0.20328017558754574,0.4014108635810454,74,0.06653479906368553,70
ENSMUSG00000099083,Atf7,Gene Expression,0.011039916442086257,0.20887312526505308,0.4102758847413133,234,0.20699648197398676,204
ENSMUSG00000063884,Ptcd3,Gene Expression,0.01103663775880681,0.2106156413293392,0.41311095557820465,728,0.538031827895153,481
ENSMUSG00000048782,Insc,Gene Expression,0.011036599124880328,0.203699091373291,0.4020033361370379,64,0.08639131902428637,59
ENSMUSG00000032531,Amotl2,Gene Expression,0.011028336020134338,0.20871866907554515,0.4100300109905455,233,0.2525249807377434,209
ENSMUSG00000032125,Robo4,Gene Expression,0.011027367401067948,0.20788672052360369,0.408801043456984,142,0.1398184243723903,130
ENSMUSG00000059897,Zfp930,Gene Expression,0.011021613386843621,0.2090952360929521,0.4106704362642436,163,0.12005584286187024,152
ENSMUSG00000025742,Prps2,Gene Expression,0.011019449885933437,0.2103517602734155,0.4126352338514124,327,0.2611174760825339,275
ENSMUSG00000024081,Cebpz,Gene Expression,0.011017535249554029,0.21131361910511037,0.41431185441582086,646,0.5115442136053215,445
ENSMUSG00000037815,Ctnna1,Gene Expression,0.011010722626183559,0.2114421959290862,0.4145063455948118,694,0.7501464006754328,491
ENSMUSG00000045008,9030612E09Rik,Gene Expression,0.011008727702756125,0.1984961405797181,0.3937776828397113,48,0.03889161245067442,47
ENSMUSG00000002307,Daxx,Gene Expression,0.011007689315127814,0.2103009560464808,0.41257743883606324,374,0.3030762657635736,287
ENSMUSG00000024782,Ak3,Gene Expression,0.011006309175683801,0.21190287147949816,0.4151724243885333,857,0.7709358570097251,576
ENSMUSG00000040312,Cchcr1,Gene Expression,0.01100362267758332,0.20336332440161708,0.401534040172818,77,0.06268309880612835,75
ENSMUSG00000004846,Plod3,Gene Expression,0.010997647381713783,0.21179338759832,0.4150656575681814,437,0.38199357679301765,340
ENSMUSG00000109588,Lnp1,Gene Expression,0.010995653643411487,0.19697511919708277,0.39127856600061695,22,0.011225282453371186,21
ENSMUSG00000027935,Rab13,Gene Expression,0.010989708053648557,0.2101434335342085,0.41235209674008516,193,0.18319478245691578,178
ENSMUSG00000066113,Adamtsl1,Gene Expression,0.01098943992699105,0.20921952421815648,0.41081203766397456,147,0.14601778493480755,129
ENSMUSG00000049164,Zfp518a,Gene Expression,0.01098647320294148,0.2098766280093296,0.4119121799671432,166,0.12518452258756754,149
ENSMUSG00000037583,Nr0b2,Gene Expression,0.010984938360916548,0.11140903182458128,0.24232216508019863,3,0.002472841336206834,3
ENSMUSG00000034755,Pcdh11x,Gene Expression,0.010981402671804643,0.21124772792357227,0.4142246755470635,221,0.18515496437360954,184
ENSMUSG00000034205,Loxl2,Gene Expression,0.010981089061345787,0.1889332691557688,0.3786892648335223,18,0.03144213807669139,17
ENSMUSG00000003809,Gcdh,Gene Expression,0.01097595547422636,0.21249185102847523,0.4161155251299111,404,0.31655467456383163,327
ENSMUSG00000072844,G530011O06Rik,Gene Expression,0.010973456234289499,0.21103474443691939,0.413849024087495,205,0.16318003793902414,174
ENSMUSG00000037415,Ranbp10,Gene Expression,0.010967702173830779,0.2126883670498083,0.41645816993891366,401,0.2912927725650003,312
ENSMUSG00000035266,Helq,Gene Expression,0.01096605683342474,0.2093874256364543,0.41107725321457644,80,0.054728419601452596,76
ENSMUSG00000030220,Arhgdib,Gene Expression,0.010965906912849198,0.2118349502736716,0.41508141685491784,293,0.28048963752011574,241
ENSMUSG00000041836,Ptpre,Gene Expression,0.010954174548594911,0.21242754229220817,0.4160372438061284,201,0.1732473576813672,172
ENSMUSG00000026200,Glb1l,Gene Expression,0.010952391816652453,0.1965384082950674,0.390531453300467,32,0.04238700939649789,32
ENSMUSG00000030022,Adamts9,Gene Expression,0.010952213931170065,0.2035478697716453,0.4018163400822472,48,0.049948436628433374,46
ENSMUSG00000109715,Gm45606,Gene Expression,0.010951280819210957,0.2027344764292387,0.4006197381508783,55,0.03830688302073657,53
ENSMUSG00000051401,Kctd16,Gene Expression,0.010948062851749388,0.20242668311502143,0.4001342165623307,31,0.026016605054776546,29
ENSMUSG00000073144,4930599N23Rik,Gene Expression,0.010947977563705021,0.1498117118501594,0.3116496302041624,5,0.0022802817876617556,5
ENSMUSG00000050963,Kcns2,Gene Expression,0.010937754843842152,0.21367844683775172,0.4182273700787098,311,0.2302086636778626,249
ENSMUSG00000041870,Ankrd13a,Gene Expression,0.010934879348524239,0.21451700021015663,0.41969867908741504,611,0.4930801180175676,445
ENSMUSG00000034768,Asb16,Gene Expression,0.010933846828398338,0.20837420379536264,0.40958719957010176,72,0.06061614788445473,67
ENSMUSG00000068184,Ndufaf2,Gene Expression,0.010929631837652743,0.21494351114009702,0.4203629698897679,964,0.7322611855850238,584
ENSMUSG00000079681,Zglp1,Gene Expression,0.01092543385352735,0.20370498038477258,0.4020033361370379,28,0.021622880155272386,27
ENSMUSG00000024621,Csf1r,Gene Expression,0.010924001890932771,0.2153927936666733,0.421026625950613,1325,1.1125360665629023,699
ENSMUSG00000108738,Gm44777,Gene Expression,0.010923308512350741,0.17719169264698165,0.35868793740852867,10,0.006081987599762929,9
ENSMUSG00000045374,Wdr81,Gene Expression,0.010916988873747348,0.21426720231085405,0.419252384116744,308,0.25564593972674876,249
ENSMUSG00000040138,Ndp,Gene Expression,0.010912907626981218,0.21504711551598987,0.42052304644498445,378,0.2932786910103221,305
ENSMUSG00000042298,Ttc19,Gene Expression,0.010911078006880539,0.2155944144277151,0.4212949782388141,701,0.5580454125302864,476
ENSMUSG00000023947,Nfkbie,Gene Expression,0.010905766534063326,0.19813354136506245,0.39317781936597956,35,0.04407713966580883,33
ENSMUSG00000041168,Lonp1,Gene Expression,0.010903219083201424,0.21600058381579013,0.42179023094210655,1179,0.9625622017449428,667
ENSMUSG00000016619,Nup50,Gene Expression,0.010898659843988372,0.21584149986172152,0.42156474796189136,524,0.39124021014389626,378
ENSMUSG00000021371,Mcur1,Gene Expression,0.010893407399853164,0.21532928624175862,0.4209896603585839,310,0.2461826945709093,263
ENSMUSG00000112346,Gm48768,Gene Expression,0.010887892692428085,0.20221831421253822,0.39984498827419346,21,0.015250099055149633,20
ENSMUSG00000040061,Plcb2,Gene Expression,0.010886927655792302,0.19746951348750263,0.3920592209859711,36,0.02640197410581981,34
ENSMUSG00000018239,Zcchc10,Gene Expression,0.010876223468752774,0.21568207700199338,0.4213810927339601,252,0.1879798452523619,209
ENSMUSG00000048439,Nupl2,Gene Expression,0.010874241710374766,0.21567876589286605,0.4213810927339601,196,0.13125569535305084,176
ENSMUSG00000052369,Tmem106c,Gene Expression,0.010865320445953414,0.21720080674074982,0.4237914812184271,633,0.5438362417670913,439
ENSMUSG00000034327,Kctd9,Gene Expression,0.010865126518115518,0.21581382745800015,0.4215532901301464,194,0.1441446187023101,167
ENSMUSG00000022144,Gdnf,Gene Expression,0.010852962728399619,0.20394968044084227,0.4024451589550232,21,0.013080724734086186,21
ENSMUSG00000026803,Ttf1,Gene Expression,0.010852138382318523,0.2140677170391636,0.41890445447931074,136,0.1288551083278711,122
ENSMUSG00000029823,Luc7l2,Gene Expression,0.010850924268286525,0.21793470989862063,0.42488037633724623,781,0.6508711355806529,540
ENSMUSG00000020142,Slc1a4,Gene Expression,0.010847001242937755,0.2182078880968341,0.4252241550444518,805,0.697610239031807,541
ENSMUSG00000028885,Smpdl3b,Gene Expression,0.01083700136508046,0.20491278460346063,0.4039745005052112,21,0.015492102529960654,21
ENSMUSG00000071342,Lsmem1,Gene Expression,0.010836520299113655,0.21209388085020553,0.41546244853543146,80,0.058513650333444266,75
ENSMUSG00000036078,Sigmar1,Gene Expression,0.010830934766245415,0.21808314866300482,0.42509837624217284,403,0.31828785983564595,329
ENSMUSG00000032449,Slc25a36,Gene Expression,0.010829255184333782,0.2185385775180122,0.4257142060236006,637,0.5110748165316136,454
ENSMUSG00000075273,Ttc30b,Gene Expression,0.010823430994732992,0.21544464978155853,0.4210448816798513,163,0.1221532891736187,144
ENSMUSG00000035078,Mtmr9,Gene Expression,0.01080958108027856,0.2186519769705888,0.42589219332951367,436,0.3527001032232542,348
ENSMUSG00000058927,Gm10053,Gene Expression,0.010808927087110138,0.21541352975778572,0.421026625950613,65,0.04008195104159289,61
ENSMUSG00000025608,Podxl,Gene Expression,0.01080825433200104,0.21768607856838873,0.4245240866421962,238,0.2556172879397633,205
ENSMUSG00000042510,AA986860,Gene Expression,0.01080561444938392,0.2161432479538814,0.4220261861877018,80,0.04910695281179301,75
ENSMUSG00000037286,Stag1,Gene Expression,0.010805500698313418,0.2191186311690685,0.42667217745370994,493,0.3976938037542,379
ENSMUSG00000023935,Spats1,Gene Expression,0.010799105833927382,0.21398775668563674,0.4187903737848481,69,0.0499095729892962,63
ENSMUSG00000037214,Thap1,Gene Expression,0.010795112081605301,0.21848332335546217,0.4256498487183754,238,0.1803313998719235,207
ENSMUSG00000116097,Gm36738,Gene Expression,0.010794696211024682,0.19406006094859896,0.38687935425990666,14,0.01236495116520099,14
ENSMUSG00000052479,A330008L17Rik,Gene Expression,0.010786445687995808,0.14949327537041546,0.3112551426452204,12,0.00925336248270208,12
ENSMUSG00000040407,Akap9,Gene Expression,0.01078511126620204,0.2205537063925469,0.4289912719570094,890,0.7179619921017626,563
ENSMUSG00000030823,9130019O22Rik,Gene Expression,0.010784190701950512,0.2100014344063199,0.4121152908276294,48,0.039684998057144885,48
ENSMUSG00000036790,Slitrk2,Gene Expression,0.010779996275023612,0.21984730475342995,0.42791865641293875,267,0.22096385315931802,229
ENSMUSG00000035860,Cdhr3,Gene Expression,0.010773326887837338,0.21920316392199934,0.4267937924201925,170,0.1325029382326548,151
ENSMUSG00000020225,Tmbim4,Gene Expression,0.010766806276252589,0.22151635787105817,0.4306470464967112,1190,0.9524608799317581,660
ENSMUSG00000024816,Frmd8,Gene Expression,0.010761581759525473,0.22005953110194088,0.42824550586498095,310,0.28841345141631913,251
ENSMUSG00000112630,Gm36908,Gene Expression,0.01076123302662402,0.08446548006482146,0.191383809260798,2,0.0010691877202824366,2
ENSMUSG00000059588,Calcrl,Gene Expression,0.010748934349884104,0.21648859187410352,0.422572441246988,78,0.09153143155732694,74
ENSMUSG00000025873,Faf2,Gene Expression,0.010748355783854434,0.22166481616866252,0.4308923304346489,632,0.5491248454480359,453
ENSMUSG00000046101,Mcmdc2,Gene Expression,0.010742938973420586,0.21147963562361172,0.41451123551410946,25,0.014050199657849056,25
ENSMUSG00000036131,Frmd7,Gene Expression,0.010741174160766863,0.1990620052171601,0.3946940189598091,37,0.026626889428925573,35
ENSMUSG00000038526,Car14,Gene Expression,0.01072967666820682,0.21964897627862112,0.4275756730861246,150,0.14521379679601196,127
ENSMUSG00000001844,Zdhhc4,Gene Expression,0.010725654167563773,0.22250485558630473,0.43217762164115775,613,0.48725229829343886,436
ENSMUSG00000003423,Pih1d1,Gene Expression,0.010718482721177112,0.22214999062896457,0.4315750797748109,383,0.3058924595279724,302
ENSMUSG00000020928,Higd1b,Gene Expression,0.010718105894503399,0.22190591427769935,0.4312309142356739,259,0.25437378105206393,220
ENSMUSG00000024976,Shoc2,Gene Expression,0.01071720312361353,0.2226008945888691,0.43227729725685765,388,0.2978951693548376,308
ENSMUSG00000041741,Pde3a,Gene Expression,0.010715510261890316,0.2201990819755335,0.42838770783445845,110,0.08462653354936711,105
ENSMUSG00000011158,Brf1,Gene Expression,0.010714954645821877,0.22253351150085177,0.43218985777923113,474,0.37526819247604715,356
ENSMUSG00000051323,Pcdh19,Gene Expression,0.01071290668217925,0.22111570430403216,0.4299113743946042,255,0.2109962123150442,204
ENSMUSG00000030708,Dnajb13,Gene Expression,0.01071096473523024,0.19725909190838342,0.3917219070131349,26,0.03043807816895982,25
ENSMUSG00000001864,Aif1l,Gene Expression,0.010709844504494515,0.2210522613602366,0.4298312529285952,135,0.11364617890527895,124
ENSMUSG00000026307,Scly,Gene Expression,0.010709736051232014,0.22213120173337364,0.4315750797748109,228,0.17326555504779506,201
ENSMUSG00000028332,Hemgn,Gene Expression,0.010709574890007054,0.08593807887790161,0.19412887834395817,2,0.0008095404700661255,2
ENSMUSG00000014039,Prdm15,Gene Expression,0.010706967979310885,0.2182210243221605,0.4252241550444518,193,0.15193222535574874,164
ENSMUSG00000040029,Ipo8,Gene Expression,0.010706596316257278,0.2231470135615008,0.4331637781073334,443,0.34825869267203735,356
ENSMUSG00000015766,Eps8,Gene Expression,0.010695886150083121,0.22351673957974616,0.43362023176674885,402,0.31796119649641685,315
ENSMUSG00000036432,Siah2,Gene Expression,0.010694525349051501,0.22341666291006934,0.4335566078475668,312,0.216902830971804,262
ENSMUSG00000071229,Timm8a2,Gene Expression,0.010688287817309806,0.1177387904703937,0.2544294989239494,3,0.001976809954886412,3
ENSMUSG00000067795,4930444P10Rik,Gene Expression,0.010685617347589455,0.21363503535266437,0.4181847411338303,23,0.0124705713973462,23
ENSMUSG00000058706,0610030E20Rik,Gene Expression,0.010684476810746546,0.22177495909885825,0.4310630916246861,201,0.17044917460705547,182
ENSMUSG00000027358,Bmp2,Gene Expression,0.010678828377964666,0.21768463140492988,0.4245240866421962,61,0.056915242591465694,53
ENSMUSG00000071226,Cecr2,Gene Expression,0.01067437362379595,0.2181970052724611,0.4252241550444518,41,0.03394630059374204,41
ENSMUSG00000029094,Afap1,Gene Expression,0.0106699668862644,0.22407038912082933,0.4345634793824109,316,0.294234885193909,266
ENSMUSG00000052125,F730043M19Rik,Gene Expression,0.010668487545802515,0.22401618405802903,0.43454554186331695,295,0.21217578831100078,240
ENSMUSG00000046574,Prr12,Gene Expression,0.010668272301672728,0.22538082340038024,0.4365793665306764,862,0.65155612788104,562
ENSMUSG00000034889,Cactin,Gene Expression,0.010667615092385506,0.2247878887831931,0.43569274773979244,463,0.3824280668557112,359
ENSMUSG00000020593,Lpin1,Gene Expression,0.010667229307735225,0.22481212165252717,0.4356960336628226,456,0.3452954280700839,347
ENSMUSG00000040093,Bmf,Gene Expression,0.010665400297920541,0.21764543944203618,0.4245240866421962,69,0.053332104467227165,65
ENSMUSG00000020079,Supv3l1,Gene Expression,0.010662491911022313,0.22464912406486826,0.43551111777196483,308,0.2282959786311366,256
ENSMUSG00000005237,Dnah2,Gene Expression,0.010656388840206029,0.189156046513419,0.37890383115496845,34,0.022786905932508237,33
ENSMUSG00000003847,Nfat5,Gene Expression,0.010650989899763513,0.22503503427758842,0.4360843306590156,529,0.506765148406852,408
ENSMUSG00000026683,Nuf2,Gene Expression,0.010646061852205964,0.2192944713434526,0.42692857200519896,38,0.022562241187469405,37
ENSMUSG00000022849,Hspbap1,Gene Expression,0.010644670690793568,0.21848352207906263,0.4256498487183754,85,0.06341798429466936,79
ENSMUSG00000034163,Zfc3h1,Gene Expression,0.010641115390646527,0.22549958361579825,0.4367218944560821,430,0.33295800576479795,335
ENSMUSG00000031591,Asah1,Gene Expression,0.010635022861895382,0.22631796200572074,0.43808739776655586,611,0.5843181902263095,468
ENSMUSG00000049916,2610318N02Rik,Gene Expression,0.010634963083284443,0.22279043785688235,0.43260192292579847,85,0.05488380141312976,81
ENSMUSG00000073067,9130019P16Rik,Gene Expression,0.010631361434335875,0.18371442406161353,0.37014770671798986,6,0.002854976921654609,6
ENSMUSG00000033943,Mga,Gene Expression,0.010629718088107665,0.22541337020224406,0.43659866473798037,351,0.2939436072232889,280
ENSMUSG00000081534,Slc48a1,Gene Expression,0.010612652464112776,0.22778722295900966,0.44018218654973756,2854,2.2746802731627147,958
ENSMUSG00000032527,Pccb,Gene Expression,0.010605386438319576,0.22713632683031104,0.43920865201766207,992,0.97124668870162,616
ENSMUSG00000093677,Gm20712,Gene Expression,0.010604112967249817,0.22636558882753643,0.43809185736449435,198,0.14186614081815885,177
ENSMUSG00000021067,Sav1,Gene Expression,0.010604059731498876,0.22453342712612612,0.4353304797113901,177,0.15756423414724924,159
ENSMUSG00000030555,Ttc23,Gene Expression,0.010602304071402764,0.22008663882707236,0.42825514864669983,54,0.06053286392131294,54
ENSMUSG00000057551,Zfp317,Gene Expression,0.010602157032303801,0.22702358427084368,0.43914548040063545,322,0.24365525659457898,270
ENSMUSG00000003039,Fam32a,Gene Expression,0.010600737362573269,0.22801574814774583,0.44049170012913186,1087,0.8627979946601877,646
ENSMUSG00000042408,Zmym6,Gene Expression,0.010600468679590216,0.20015188760247882,0.396489014359168,14,0.014265505531753365,14
ENSMUSG00000044816,D630023F18Rik,Gene Expression,0.010600452554403799,0.20848183627791705,0.4096738014763867,75,0.06382326383454551,72
ENSMUSG00000022185,Acin1,Gene Expression,0.010598640830277194,0.22824279424722071,0.44088626083006305,1229,0.9511490311721829,680
ENSMUSG00000028851,Nudc,Gene Expression,0.010596334590211835,0.22838853671522097,0.44112370784080845,3056,2.507860143058935,969
ENSMUSG00000054582,Pabpc1l,Gene Expression,0.01058976211230582,0.20826047348786325,0.40944691075636863,17,0.010738856869523451,17
ENSMUSG00000042581,Thsd7b,Gene Expression,0.010588264152338767,0.2235159972854872,0.43362023176674885,97,0.07774049186454268,93
ENSMUSG00000067148,Polr1c,Gene Expression,0.010588038690277808,0.2284868333187715,0.441181328577556,702,0.5131405898590821,476
ENSMUSG00000021177,Tdp1,Gene Expression,0.010585575280642003,0.22735006426505144,0.4394691973174657,246,0.1792778495468367,216
ENSMUSG00000046879,Irgm1,Gene Expression,0.010583565061961345,0.22453167306054933,0.4353304797113901,101,0.13038016254543627,97
ENSMUSG00000098098,Bvht,Gene Expression,0.010571438244780998,0.22524360300646418,0.43635728362771475,121,0.12008819715520394,111
ENSMUSG00000069208,Zfp825,Gene Expression,0.010571339309730372,0.2257216319625237,0.43702058979464276,152,0.11271189933946739,136
ENSMUSG00000036282,Naa30,Gene Expression,0.010561691472554629,0.22929227358264814,0.4423830571756242,575,0.4542464077466293,425
ENSMUSG00000057497,Fam136a,Gene Expression,0.010557783658644059,0.22893500444152748,0.44178194308880103,523,0.37661461253839446,369
ENSMUSG00000030583,Sipa1l3,Gene Expression,0.010550820914190379,0.22944196671467942,0.44262769189982865,377,0.279819455818242,306
ENSMUSG00000028601,Echdc2,Gene Expression,0.010547813347362916,0.22518841919995447,0.4363378290040613,96,0.09310485508468533,91
ENSMUSG00000025260,Hsd17b10,Gene Expression,0.010544172838055857,0.2302122367241355,0.4438921763765198,884,0.770339206826615,571
ENSMUSG00000084807,Gm13073,Gene Expression,0.010540726189481646,0.08738199336228503,0.19699926480229668,2,0.0021295640773821406,2
ENSMUSG00000110277,Gm45871,Gene Expression,0.010538683111313611,0.22790239920384536,0.44036073777198786,162,0.11741760430664834,147
ENSMUSG00000032842,Abcc10,Gene Expression,0.010531804829857844,0.22750857709868155,0.4396876749446878,149,0.11606518762183597,127
ENSMUSG00000038342,Mlxip,Gene Expression,0.010529127897672732,0.22893020009285214,0.44178194308880103,221,0.17758261080943105,200
ENSMUSG00000029433,Diablo,Gene Expression,0.010525067663620895,0.2308373917189246,0.4449644487695932,688,0.5797190250095838,471
ENSMUSG00000029560,Snx8,Gene Expression,0.01051488896332181,0.22885883157600517,0.4417489476899503,193,0.17178952684992185,170
ENSMUSG00000055027,Smyd1,Gene Expression,0.010513381158201966,0.21772092056539627,0.4245492068156385,33,0.02911317526753409,32
ENSMUSG00000108030,9530062K07Rik,Gene Expression,0.010509155273463976,0.20788966781634644,0.408801043456984,30,0.021608066853300648,29
ENSMUSG00000024679,Ms4a6d,Gene Expression,0.010509128852119349,0.2128042507754544,0.4166428778601463,33,0.04520003736607918,33
ENSMUSG00000017417,Plxdc1,Gene Expression,0.01050801488776623,0.2270927831104781,0.43920865201766207,138,0.09990009271607846,127
ENSMUSG00000021277,Traf3,Gene Expression,0.010507247408103671,0.2290835539349647,0.44202447995515903,231,0.22751480235925706,208
ENSMUSG00000056608,Chd9,Gene Expression,0.010495387035096209,0.23202095004570933,0.44693393844994544,782,0.6366509787952385,512
ENSMUSG00000031148,Gpkow,Gene Expression,0.010492387448481851,0.23155533155574526,0.4461704046282934,334,0.27168501956784263,275
ENSMUSG00000037750,Fam222b,Gene Expression,0.010492203255039013,0.23197381637929348,0.44688767496208287,537,0.400161570491965,392
ENSMUSG00000025366,Esyt1,Gene Expression,0.010491600979328776,0.22970854936899432,0.44300934521163193,138,0.1605571011766392,127
ENSMUSG00000022614,Lmf2,Gene Expression,0.01049155892746489,0.2314991307288914,0.4461065784739761,397,0.3814160236265455,332
ENSMUSG00000020409,Slu7,Gene Expression,0.010488166711016524,0.2324875112489333,0.44765423978728863,737,0.5792483484114483,490
ENSMUSG00000026024,Als2,Gene Expression,0.010482973836365544,0.21628748730690872,0.42222252899294754,32,0.024944436515048282,32
ENSMUSG00000112433,Gm30122,Gene Expression,0.010478851959316974,0.2180905077369062,0.42509837624217284,26,0.016698443663508297,25
ENSMUSG00000037085,Trmt12,Gene Expression,0.01047604798850897,0.23075397954478105,0.4448480188033214,168,0.12064604720940586,147
ENSMUSG00000021996,Esd,Gene Expression,0.010474805318111553,0.23335067601796156,0.44895852595334723,1519,1.251384983396661,750
ENSMUSG00000039043,Arpin,Gene Expression,0.010472585830747921,0.23000008567109598,0.44352734725123466,165,0.12923825843117573,149
ENSMUSG00000086308,G630016G05Rik,Gene Expression,0.010468355151330563,0.2288722046380376,0.4417489476899503,92,0.061156990385533905,86
ENSMUSG00000072620,Slfn2,Gene Expression,0.010467948573969377,0.21459456644089592,0.41973368330614813,27,0.043899397455261537,27
ENSMUSG00000117263,Gm35290,Gene Expression,0.01046770045484158,0.08444832065296382,0.19136735844134292,2,0.0011814642388376412,2
ENSMUSG00000057842,Zfp595,Gene Expression,0.010460261949520032,0.2207468647262627,0.42928059439574595,47,0.039251380830892045,45
ENSMUSG00000054836,Elp6,Gene Expression,0.01045899131072308,0.23273907779385739,0.4480939997919381,283,0.20462897960345797,237
ENSMUSG00000023921,Mmut,Gene Expression,0.010448441170264066,0.23347206096617645,0.4490775433241709,357,0.29708471563995065,301
ENSMUSG00000021720,Rnf180,Gene Expression,0.010447477202668028,0.23382404732216155,0.4496455269901549,326,0.2481673508976152,281
ENSMUSG00000024227,Pdzph1,Gene Expression,0.010446839262936427,0.2323864655033523,0.44750424854176774,131,0.10129448260208805,123
ENSMUSG00000036552,Ermard,Gene Expression,0.010427618754887595,0.2331398834297107,0.4487316035905185,226,0.17601182426178225,202
ENSMUSG00000055202,Zfp811,Gene Expression,0.010426730848161024,0.23313824782833903,0.4487316035905185,206,0.1535218231874576,173
ENSMUSG00000025915,Sgk3,Gene Expression,0.010425198933499908,0.22182243893856102,0.4311120327294925,111,0.1355535834882906,101
ENSMUSG00000039357,Fut11,Gene Expression,0.010416262963857972,0.23463153758216304,0.4510637315571177,308,0.24158363932394653,258
ENSMUSG00000022051,Bnip3l,Gene Expression,0.010411639103794737,0.23598356120721764,0.4532122198746206,3003,2.5030418912598122,977
ENSMUSG00000026062,Slc9a2,Gene Expression,0.01041062497670069,0.23031720072103923,0.44405027668685854,94,0.07710535114935577,84
ENSMUSG00000033411,Ctdspl2,Gene Expression,0.010408221090594515,0.2332086786128571,0.44879112778862773,157,0.11968730009248796,140
ENSMUSG00000104764,Gm43066,Gene Expression,0.010407780986652697,0.21460002719832239,0.41973368330614813,13,0.006203231359411072,12
ENSMUSG00000097079,Gm26604,Gene Expression,0.010402992009303934,0.15717406619214036,0.3239327342885349,7,0.004283246172734378,7
ENSMUSG00000034126,Pomt2,Gene Expression,0.010402146897249252,0.2332172392801859,0.44879112778862773,336,0.3163956559998414,280
ENSMUSG00000018567,Gabarap,Gene Expression,0.010400262903549565,0.23606808491043907,0.4533295140050272,5952,4.884273089469985,1103
ENSMUSG00000007613,Tgfbr1,Gene Expression,0.010398978615399504,0.2348683568286356,0.45142921795696794,270,0.23989244730094977,239
ENSMUSG00000058748,Zfp958,Gene Expression,0.010394771459541144,0.23389544213956448,0.4497380830954904,148,0.10066221996422942,135
ENSMUSG00000087249,Gm16062,Gene Expression,0.01039366253750152,0.228755643847395,0.4416562575509677,71,0.047874588163614284,66
ENSMUSG00000070287,Slc35g2,Gene Expression,0.010390535629427999,0.2356787219792278,0.4527167183329125,333,0.25139809311511413,258
ENSMUSG00000043432,Leng9,Gene Expression,0.01038732596473402,0.23537669028911168,0.45224083562810624,261,0.19692094824318324,217
ENSMUSG00000079283,2310009B15Rik,Gene Expression,0.010381029227915239,0.23672754451173228,0.4544153401351215,791,0.6352108834060076,514
ENSMUSG00000001440,Kpnb1,Gene Expression,0.010379184241219098,0.23733887021240285,0.4552272089439599,1611,1.341863872351126,810
ENSMUSG00000031770,Herpud1,Gene Expression,0.010366351804028801,0.2379343024822056,0.4561882312393135,1081,0.8664207620820934,634
ENSMUSG00000038421,Fcrla,Gene Expression,0.010358917516896306,0.08770281075962338,0.19763034591502962,2,0.0018861782616771,2
ENSMUSG00000004996,Mri1,Gene Expression,0.01035532283807412,0.23584163261182356,0.45298464397931176,170,0.13698056944475429,158
